numero-da-portaria,data-de-publicacao,descricao-sobre-o-assunto-de-que-trata-a-portaria
498,2023-05-05 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Formiga.
499,2023-05-05 00:00:00,Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no país de servidor do IFMG - Campus Ouro Branco.
500,2023-05-05 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Ibirité."
501,2023-05-05 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 43/2021 e Revogação das portarias nº 465 de 26 de abril de 2023 e a Portaria n 488 de 03 de maio de 2023.
502,2023-05-05 00:00:00,Dispõe sobre aprovação do Regulamento dos editais de chamamento público para captação de apoio à realização de eventos no âmbito do IFMG.
503,2023-05-05 00:00:00,Dispõe sobre retificação da Portaria IFMG nº 387 de 10 de abril de 2023.
504,2023-05-05 00:00:00,Dispõe sobre a averbação de tempo de contribuição de servidor do IFMG - campus Ouro Preto e Revogação da Portaria nº 1041 de 24 de agosto de 2017.
505,2023-05-08 00:00:00,Dispõe sobre a Concessão de Aposentadoria por Invalidez Permanente para servidora Técnico Administrativo do IFMG – Campus Betim.
506,2023-05-08 00:00:00,Dispõe sobre inclusão de servidores como membros nas Comissões Permanentes de Licitação do IFMG.
507,2023-05-09 00:00:00,Dispõe sobre localização e vinculação de servidor do IFMG - Reitoria.
508,2023-05-09 00:00:00,Dispõe sobre autorização de exercício de servidora junto à Unidade SIASS Centro Oeste de Minas.
509,2023-05-09 00:00:00,Dispõe sobre Tornar sem Efeito a Portaria nº 506 de 08 de maio de 2023.
510,2023-05-09 00:00:00,Dispõe sobre a Concessão de Aposentadoria Voluntária para servidora Técnico Administrativo do IFMG – Campus Bambuí.
511,2023-05-09 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Formiga e Revogação da Portaria nº 345 de 29 de março de 2023.
512,2023-05-10 00:00:00,Dispõe sobre encerramento de Cessão para Colaboração Técnica de servidora do IFMG Campus Formiga para a UFSJ.
513,2023-05-10 00:00:00,Dispõe sobre designação de servidores como representantes locais referente ao Programa Institucional de Esporte e Lazer do IFMG e Revogação da portaria nº 312 de 16 de março de 2022
514,2023-05-10 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
515,2023-05-10 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidora do IFMG Campus Bambuí.
516,2023-05-10 00:00:00,Dispõe sobre nomeação de servidora para função de Coordenadora de Legislação e Normas de Ensino e Procuradora Educacional Institucional do IFMG Substituta por período determinado.
517,2023-05-10 00:00:00,Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no país de servidora do IFMG - Reitoria.
518,2023-05-10 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
520,2023-05-11 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Avançado Conselheiro Lafaiete.
521,2023-05-11 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Betim.
522,2023-05-11 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Betim.
523,2023-05-11 00:00:00,Dispõe sobre Retificação da Portaria nº 551 de 19 de maio de 2023.
524,2023-05-11 00:00:00,Dispõe sobre autorização de acréscimo de horas de trabalhos anuais à servidor do IFMG - Campus Avançado Arcos.
525,2023-05-11 00:00:00,"Dispõe sobre a constituição da Comissão Permanente de Contratações-Central e Regionais; Designação dos Coordenadores de Compras-Central e Regionais-; e Designação de Pregoeiros do IFMG - Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais para o biênio de 2023 a 2024 e a revogação das Portaria 556 de 19 de maio de 2022; 701 de 04 de julho de 2022; 796 de 26 de julho de 2022 e a 989 de 16 de setembro de 2022."
526,2023-05-12 00:00:00,Dispõe sobre averbação de tempo de contribuição de servidora do IFMG - Campus Ouro Preto.
527,2023-05-12 00:00:00,Dispõe sobre a Concessão de Aposentadoria por Invalidez Permanente para servidor Professor EBTT do IFMG – Campus Bambuí.
528,2023-05-12 00:00:00,Dispõe sobre Efetivação da Cessão de servidor do IFMG - Campus Avançado Arcos para exercício junto à Secretaria de Estado da Casa Civil do Estado de Minas Gerais.
529,2023-05-12 00:00:00,Dispõe sobre suspensão do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Ouro Preto e Revogação da Portaria nº 132 de 30 de janeiro de 2020.
530,2023-05-12 00:00:00,Dispõe sobre autorização de afastamento do país a servidora do IFMG.
531,2023-05-12 00:00:00,Dispõe sobre Constituição de Comissão Científica de Organização do Planeta IFMG 2023 e Revogação da Portaria nº 496 de 04 de maio de 2023.
532,2023-05-12 00:00:00,Dispõe sobre suspensão do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Ouro Preto e Revogação da Portaria nº 1.169 de 01 de novembro de 2022.
533,2023-05-12 00:00:00,Dispõe sobre suspensão do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Ouro Preto e Revogação da Portaria nº 46 de 15 de janeiro de 2020.
534,2023-05-12 00:00:00,"Dispõe sobre Concessão de Incentivo à Qualificação a servidor Técnico-Administrativo em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais- Reitoria."
535,2023-05-15 00:00:00,Dispõe sobre interrupção de férias de servidor.
536,2023-05-15 00:00:00,Dispõe sobre composição da Comissão de Ética do IFMG e Revogação da Portaria IFMG nº 489 de 04 de maio de 2022.
537,2023-05-17 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Ribeirão das Neves
538,2023-05-17 00:00:00,Dispõe sobre localização e vinculação de servidor do IFMG - Reitoria.
539,2023-05-17 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
540,2023-05-17 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 43/2021.
541,2023-05-17 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidor do IFMG – Campus Bambuí.
542,2023-05-17 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Avançado Piumhi
543,2023-05-17 00:00:00,Dispõe sobre retificação da Portaria nº 625 de 20 de junho de 2022.
544,2023-05-17 00:00:00,Dispõe sobre Tornar pública a concessão de auxílio-funeral referente ao óbito de ex-servidora do IFMG - Campus São João Evangelista.
545,2023-05-17 00:00:00,Dispõe sobre autorização de funcionamento da jornada flexibilizada no setor de Registro e Controle Acadêmico - Campus Itabirito.
546,2023-05-17 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Ouro Preto."
547,2023-05-17 00:00:00,Dispõe sobre a Retificação de Portaria de Averbação de Tempo de Contribuição para servidora do IFMG – Campus Sabará.
548,2023-05-17 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 25/2023.
549,2023-05-18 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Congonhas."
550,2023-05-18 00:00:00,Dispõe sobre a alteração do regime de trabalho de Técnico Administrativo do IFMG – Campus Congonhas.
551,2023-05-18 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Congonhas."
552,2023-05-18 00:00:00,Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no país de servidor do IFMG - Campus Ouro Preto.
553,2023-05-18 00:00:00,Dispõe sobre instituição da Comissão Permanente de Vestibulares e Processos Seletivos - COPEVES/LOCAL-IFMG-CAMPUS CONGONHAS para atuar nos Processos Seletivos do ano de 2023 e Revogação da Portaria nº 1009 de 22 de setembro de 2022.
554,2023-05-18 00:00:00,Dispõe sobre instituição da Comissão Permanente de Vestibulares e Processos Seletivos - COPEVES/LOCAL-IFMG-CAMPUS IBIRITÉ para atuar nos Processos Seletivos do ano de 2023 e Revogação da Portaria nº 1012 de 22 de setembro de 2022.
555,2023-05-18 00:00:00,Dispõe sobre instituição da Comissão Permanente de Vestibulares e Processos Seletivos - COPEVES/LOCAL-IFMG- CAMPUS OURO PRETO para atuar nos Processos Seletivos do ano de 2023 e Revogação da Portaria nº 366 de 05 de abril de 2023.         
556,2023-05-18 00:00:00,Dispõe sobre instituição da Comissão Permanente de Vestibulares e Processos Seletivos - COPEVES/LOCAL-IFMG-CAMPUS RIBEIRÃO DAS NEVES para atuar nos Processos Seletivos do ano de 2023 e Revogação da Portaria nº 1019 de 22 de setembro de 2022.
557,2023-05-18 00:00:00,Dispõe sobre a localização e vinculação de servidor no IFMG - Reitoria.
558,2023-05-18 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 2023NE000244.
559,2023-05-18 00:00:00,Dispõe sobre concessão de pagamento de adicional de insalubridade a servidora do IFMG.
560,2023-05-18 00:00:00,Dispõe sobre afastamento das atividades para concorrência ao cargo de Diretor-Geral do IFMG Campus Bambuí.
561,2023-05-18 00:00:00,Dispõe sobre afastamento das atividades para concorrência ao cargo de Reitor do IFMG.
562,2023-05-18 00:00:00,Dispõe sobre prorrogação do período do mandato dos membros da Comissão Interna de Supervisão do Plano de Carreira dos Cargos Técnico-Administrativos em Educação - CIS/TAE.
563,2023-05-18 00:00:00,Dispõe sobre Retificação de Portaria nº  805 de 09 de julho de 2019.
564,2023-05-19 00:00:00,Dispõe sobre Instituir o Manual de Compras e Contratações Públicas do IFMG como documento oficial a ser utilizado em âmbito institucional.
565,2023-05-19 00:00:00,Dispõe sobre afastamento das atividades para concorrência ao cargo de Diretor-Geral do IFMG Campus Ouro Preto.
566,2023-05-22 00:00:00,Dispõe sobre instituição da Comissão Permanente de Vestibulares e Processos Seletivos - COPEVES/LOCAL-IFMG-CAMPUS CONGONHAS para atuar nos Processos Seletivos do ano de 2023 e Revogação da Portaria nº 553 de 18 de maio de 2023.
567,2023-05-22 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Avançado Piumhi.
568,2023-05-22 00:00:00,Dispõe sobre nomeação da Comissão Central e das Comissões Locais para conduzir o processo de consulta à comunidade para escolha dos Diretores dos Campi Avançados.
569,2023-05-22 00:00:00,Dispõe sobre Interrupção de Férias do servidora do IFMG - Campus Bambuí.
570,2023-05-22 00:00:00,Dispõe sobre alteração de autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Betim e Revogação da Portaria nº 340 de 16 de março de 2020.
571,2023-05-22 00:00:00,"Dispõe sobre Suspensão de Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Bambuí."
572,2023-05-22 00:00:00,Dispõe sobre Interrupção da Licença para Capacitação de servidor do IFMG - Campus Bambuí.
573,2023-05-23 00:00:00,Dispõe sobre a Retificação da Portaria nº 808 de 10 de julho de 2019.
574,2023-05-23 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidor do IFMG – Campus Bambuí.
575,2023-05-23 00:00:00,Dispõe sobre autorização de funcionamento da jornada flexibilizada dos servidores Técnico-Administrativo em Educação do IFMG - Campus Congonhas e Revogação da nº Portaria nº 1063 de 05 de outubro de 2022.
576,2023-05-23 00:00:00,Dispõe sobre autorização de afastamento do país a servidora do IFMG - Campus Arcos.
577,2023-05-23 00:00:00,Dispõe sobre a regulamentação da Comissão Gestora de Estudos e Viabilidade de Implantação de Área de Vivência no Campus Formiga.
578,2023-05-23 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato n° 01/2019/RER e Revogação da Portaria nº 965 de 08 de setembro de 2022.
579,2023-05-23 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 12/2019/RER/SAR e Revogação da Portaria nº 425 de 02 de abril de 2020.
580,2023-05-23 00:00:00,"Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 44/2019 e Revogação da Portaria nº 549 de 08 de maio de 2020.
"
581,2023-05-23 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 41/2019 e Revogação da Portaria nº 553 de 08 de maio de 2020.
582,2023-05-24 00:00:00,"Dispõe sobre Prorrogação de Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidor do IFMG - Campus Avançado Ponte Nova.
"
583,2023-05-24 00:00:00,Dispõe sobre Tornar pública a concessão de auxílio funeral referente ao óbito de ex-servidora do IFMG - Campus Formiga.
584,2023-05-24 00:00:00,"Dispõe sobre interrupção de férias de servidor do IFMG - Campus Bambuí.
"
585,2023-05-24 00:00:00,"Dispõe sobre autorização de funcionamento da jornada flexibilizada dos servidores Técnico-Administrativo em Educação do IFMG - Campus Sabará e Revogação da Portaria nº 41 de 18 de janeiro de 2023.
"
586,2023-05-24 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidor do IFMG - Campus Bambuí.
587,2023-05-24 00:00:00,Dispõe sobre a concessão de pensão civil – instituidora: Ana Paula Carraro Borges - IFMG – Campus Formiga.
588,2023-05-24 00:00:00,"Dispõe sobre Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidor do IFMG - Campus Avançado Conselheiro Lafaiete.
"
589,2023-05-24 00:00:00,Dispõe sobre Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidora do IFMG - Campus Avançado Conselheiro Lafaiete.
590,2023-05-25 00:00:00,Dispõe sobre constituição de comissão.
591,2023-05-25 00:00:00,Dispõe sobre dispensa de servidor de Função de Gerente da Rede de Incubadoras  - Reitoria.
592,2023-05-25 00:00:00,Dispõe sobre Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidora do IFMG - Campus Santa Luzia.
593,2023-05-25 00:00:00,Dispõe sobre designação de servidores responsáveis nos campi pela assinatura de documentos relacionados aos processos de emissão e registro de diploma digital e emissão de histórico escolar final dos cursos de Graduação do IFMG e Revogação da Portaria nº 437 de 18 de abril de 2023.
594,2023-05-26 00:00:00,Dispõe sobre Interrupção de Férias do servidora do IFMG - Reitoria.
