identificador,aberto-em,area,grupo-de-servico,servico,campus,status,solucionado-em
4831,29/06/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI Login - Criação ou alteração de senha,REITORIA,Fechado,30/06/2022
4832,29/06/2022,SUAP,Módulo - Almoxarifado,Alteração de cadastros - módulo Almoxarifado,REITORIA,Fechado,29/06/2022
4833,29/06/2022,SUAP,Módulo - Central de Serviços,Erros no SUAP - módulo Central de Serviços,REITORIA,Fechado,01/08/2022
4834,29/06/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,29/06/2022
4835,29/06/2022,SUAP,Módulo - Almoxarifado,Erros no SUAP - módulo Almoxarifado,REITORIA,Fechado,28/07/2022
4836,29/06/2022,Administrativo,Contratos,15 Processo SEI: Ata de Registro de Preços,REITORIA,Fechado,30/06/2022
4837,29/06/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,01/07/2022
4838,30/06/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,30/06/2022
4839,30/06/2022,Tecnologia da Informação,RE-DTI-Sistemas SEI/SIP e outros,RE-DTI-Erros no sistema de votação eletrônica,REITORIA,Cancelado,
4840,30/06/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,30/06/2022
4841,30/06/2022,SUAP,Módulo - Extensão,Dúvidas de uso do SUAP - módulo Extensão,REITORIA,Fechado,30/06/2022
4842,30/06/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,04/07/2022
4843,30/06/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail - Configuração avançada de e-mail,REITORIA,Fechado,04/07/2022
4844,01/07/2022,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de estação de trabalho,CAMPUS OURO BRANCO,Fechado,01/07/2022
4845,01/07/2022,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Instalação/Atualização de softwares no Windows,REITORIA,Fechado,02/03/2023
4846,01/07/2022,Tecnologia da Informação,RE-DTI Portal ifmg.edu.br,RE-DTI Manutenção do portal ifmg.edu.br,REITORIA,Fechado,05/07/2022
4847,01/07/2022,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,"RE-DTI-Instalação/configuração de Hardware (memória,SSD,Placas, etc)",REITORIA,Fechado,30/06/2023
4848,01/07/2022,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,"RE-DTI-Instalação/configuração de Hardware (memória,SSD,Placas, etc)",REITORIA,Fechado,30/06/2023
4849,01/07/2022,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sistema Operacional (Windows) não inicia corretamente,CAMPUS OURO BRANCO,Fechado,06/07/2022
4850,01/07/2022,Administrativo,Elétrica,01 Criação de ponto de energia,CAMPUS AVANCADO PIUMHI,Fechado,12/07/2022
4851,01/07/2022,Ensino Técnico e de Graduação,Enem,02. Certificação do Ensino médio com base nos resultados do Enem,REITORIA,Fechado,18/07/2022
4852,01/07/2022,Administrativo,Dúvidas SISPLAN,Dúvida SISPLAN,REITORIA,Fechado,04/07/2022
4853,01/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,04/07/2022
4854,01/07/2022,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI-Office 365,REITORIA,Fechado,01/07/2022
4855,04/07/2022,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sistema Operacional (Windows) não inicia corretamente,CAMPUS OURO BRANCO,Fechado,04/07/2022
4856,04/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,04/07/2022
4857,04/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,08/07/2022
4858,04/07/2022,Tecnologia da Informação,SL-E-mail ou Login de Rede,SL-Criação de e-mail / altera senha,CAMPUS SANTA LUZIA,Fechado,04/07/2022
4859,04/07/2022,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI-Backup e restauração de dados,REITORIA,Fechado,04/07/2022
4860,04/07/2022,Tecnologia da Informação,RE-DTI-Sistemas SEI/SIP e outros,RE-DTI-Atualização do SEI ou módulos do SEI,REITORIA,Fechado,04/07/2022
4861,04/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-Acesso à Internet,REITORIA,Fechado,23/08/2022
4862,04/07/2022,Tecnologia da Informação,GV-Email,GV-Criação de e-mail Institucional,CAMPUS GOVERNADOR VALADARES,Fechado,04/07/2022
4863,04/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,04/07/2022
4864,04/07/2022,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Periféricos com defeito,REITORIA,Fechado,28/07/2022
4865,04/07/2022,Administrativo,Hidráulica e Hidrossanitários,04 Reparo em torneira,CAMPUS IBIRITÉ,Fechado,04/07/2022
4866,04/07/2022,Administrativo,Contratos,00. Planilha de Acompanhamento de Contrato,REITORIA,Fechado,06/07/2022
4867,04/07/2022,Administrativo,Hidráulica e Hidrossanitários,04 Reparo em torneira,CAMPUS IBIRITÉ,Fechado,04/07/2022
4868,04/07/2022,Tecnologia da Informação,RE-DTI-Telefonia,"RE-DTI-Liberação de tipo de ligação (celular, DDD, DDI, etc)",REITORIA,Fechado,04/07/2022
4869,04/07/2022,Administrativo,Elétrica,06 Mudança de rede ou telefonia,CAMPUS AVANCADO PIUMHI,Fechado,02/09/2022
4870,04/07/2022,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de estação de trabalho,CAMPUS OURO BRANCO,Fechado,22/07/2022
4871,05/07/2022,Administrativo,Recomposição,99 Outras recomposições,CAMPUS IBIRITÉ,Fechado,18/07/2022
4872,05/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,03/01/2023
4873,05/07/2022,SUAP,Geral,Problemas com acesso,REITORIA,Fechado,12/07/2022
4874,05/07/2022,Programa de Gestão,Programa de Gestão,Problemas de acesso - PG,REITORIA,Fechado,05/07/2022
4875,05/07/2022,Tecnologia da Informação,IBI - Email,IBI - Criar e-mail Institucional,CAMPUS IBIRITÉ,Fechado,05/07/2022
4876,05/07/2022,Programa de Gestão,Programa de Gestão,Problemas de acesso - PG,REITORIA,Fechado,05/07/2022
4877,05/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,05/07/2022
4878,05/07/2022,Tecnologia da Informação,SL-E-mail ou Login de Rede,SL-Criação de e-mail / altera senha,CAMPUS SANTA LUZIA,Fechado,13/07/2022
4879,05/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-Acesso à Internet,REITORIA,Fechado,28/07/2022
4880,05/07/2022,Tecnologia da Informação,GV-ABERTURA DE CHAMADOS,GV-Chamados,CAMPUS GOVERNADOR VALADARES,Fechado,06/07/2022
4881,05/07/2022,Administrativo,Portas e janelas,02 Janela,CAMPUS IBIRITÉ,Fechado,05/07/2022
4882,05/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,05/07/2022
4883,05/07/2022,Administrativo,Recomposição,99 Outras recomposições,CAMPUS IBIRITÉ,Fechado,05/07/2022
4884,05/07/2022,Administrativo,Portas e janelas,99 Outras esquadrias,CAMPUS IBIRITÉ,Fechado,18/01/2023
4885,05/07/2022,Administrativo,Portas e janelas,04 Fechadura,CAMPUS IBIRITÉ,Fechado,02/08/2022
4886,05/07/2022,Administrativo,Portas e janelas,99 Outras esquadrias,CAMPUS IBIRITÉ,Fechado,05/12/2023
4887,05/07/2022,Administrativo,Hidráulica e Hidrossanitários,99 Outros serviços de hidráulica,CAMPUS IBIRITÉ,Fechado,18/07/2022
4888,05/07/2022,Administrativo,Portas e janelas,99 Outras esquadrias,CAMPUS IBIRITÉ,Fechado,07/07/2022
4889,05/07/2022,Tecnologia da Informação,RE-DTI-Sistemas SEI/SIP e outros,RE-DTI-Suporte Recepta,REITORIA,Fechado,06/07/2022
4890,05/07/2022,Tecnologia da Informação,IBI - Equipamentos,IBI - REDE,CAMPUS IBIRITÉ,Fechado,29/07/2022
4891,05/07/2022,Administrativo,Contratos,Dúvida: Comprasnet Contratos,REITORIA,Fechado,07/07/2022
4892,05/07/2022,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI Ponto Suap - Cadastros,REITORIA,Fechado,07/07/2022
4893,05/07/2022,SUAP,Módulo - Central de Serviços,Permissões de acesso - módulo Central de Serviços,REITORIA,Fechado,11/07/2022
4894,06/07/2022,Administrativo,Contratos,01 Processo SEI - Novo CONTRATO,REITORIA,Fechado,07/07/2022
4895,06/07/2022,Tecnologia da Informação,OBR-SISTEMAS,OBR-Reset de senha do usuário de rede,CAMPUS OURO BRANCO,Fechado,06/07/2022
4896,06/07/2022,Extensão,1 - Procedimentos para Parcerias,7 - Encerramento de Parceria,REITORIA,Fechado,06/07/2022
4897,06/07/2022,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI-VPN e Acesso Remoto,REITORIA,Fechado,05/08/2022
4898,06/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,13/07/2022
4899,06/07/2022,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Instalação de computador e monitor,REITORIA,Fechado,07/07/2022
4900,06/07/2022,Tecnologia da Informação,RE-DTI-Telefonia,RE-DTI-Alteração ou ativação de ponto de ramal,REITORIA,Fechado,11/07/2022
4901,06/07/2022,Administrativo,Contratos,04 Processo SEI: PRORROGAÇÃO Contratual,REITORIA,Fechado,08/07/2022
4902,06/07/2022,Administrativo,Portas e janelas,99 Outras esquadrias,REITORIA,Fechado,09/01/2023
4903,06/07/2022,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Suporte a Certificado Digital e TOKENS,REITORIA,Fechado,11/07/2022
4904,06/07/2022,Administrativo,Almoxarifado Virtual,solicitação de cadastro itens sistema,REITORIA,Fechado,07/07/2022
4905,06/07/2022,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Relatório de impressões,CAMPUS OURO BRANCO,Fechado,06/07/2022
4906,06/07/2022,Administrativo,Compras,Dúvida: Legislação - Compras,REITORIA,Fechado,07/07/2022
4907,06/07/2022,Tecnologia da Informação,SL-E-mail ou Login de Rede,SL-Criação/alteração de senha de usuário de Rede,CAMPUS SANTA LUZIA,Fechado,07/07/2022
4908,07/07/2022,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Impressora inoperante/obstruída,CAMPUS OURO BRANCO,Fechado,07/07/2022
4909,07/07/2022,Tecnologia da Informação,SL-Desktops e notebooks,SL-Instalação de Desktop ou Notebook novo para servidor,CAMPUS SANTA LUZIA,Fechado,25/07/2022
4910,07/07/2022,Administrativo,Elétrica,04 Mudança de ponto de energia,REITORIA,Fechado,09/01/2023
4911,07/07/2022,Tecnologia da Informação,OBR-SISTEMAS,OBR-Eduroam,CAMPUS OURO BRANCO,Fechado,07/07/2022
4912,07/07/2022,SUAP,Módulo - Administração de Pessoal,Dúvidas de uso do SUAP - módulo Administração de Pessoal,REITORIA,Fechado,22/07/2022
4913,07/07/2022,SUAP,Módulo - Patrimônio,Alteração de cadastros - módulo Patrimônio,REITORIA,Fechado,07/07/2022
4914,07/07/2022,Administrativo,Hidráulica e Hidrossanitários,99 Outros serviços de hidráulica,CAMPUS IBIRITÉ,Fechado,18/07/2022
4915,07/07/2022,Tecnologia da Informação,RE-DTI-Impressão e scanner,"RE-DTI-Defeito, Ajustes ou correções na Impressora",REITORIA,Fechado,14/07/2022
4916,07/07/2022,Administrativo,Cobertura,Limpeza de calhas,CAMPUS IBIRITÉ,Fechado,19/01/2023
4917,07/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,08/07/2022
4918,07/07/2022,Administrativo,Portas e janelas,99 Outras esquadrias,CAMPUS OURO BRANCO,Fechado,10/07/2022
4919,07/07/2022,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sem conexão com a Internet,CAMPUS OURO BRANCO,Fechado,07/07/2022
4920,07/07/2022,Tecnologia da Informação,SL-Desktops e notebooks,"SL-Instalação e configuração software Livre/freewere (Chrome, firefox, Java, leitor e conversor de PDF, etc)",CAMPUS SANTA LUZIA,Fechado,13/07/2022
4921,08/07/2022,Administrativo,Contratos,01 Processo SEI - Novo CONTRATO,REITORIA,Fechado,08/07/2022
4922,08/07/2022,Administrativo,Compras,"Dúvida: Comprasnet - Publicação de Licitações, Dispensas e Inexigibilidades",REITORIA,Fechado,12/07/2022
4923,08/07/2022,SEI,Inserir novos servidores,Inserir servidores no sistema,REITORIA,Cancelado,
4924,08/07/2022,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Computador/monitor com problemas,REITORIA,Cancelado,
4925,08/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,08/07/2022
4926,08/07/2022,Tecnologia da Informação,OBR-SISTEMAS,OBR-SUAP,CAMPUS OURO BRANCO,Fechado,08/07/2022
4927,08/07/2022,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Listas de e-mail,CAMPUS OURO BRANCO,Fechado,08/07/2022
4928,08/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,08/07/2022
4929,08/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,08/07/2022
4930,08/07/2022,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sistema Operacional (Windows) não inicia corretamente,CAMPUS OURO BRANCO,Fechado,20/07/2022
4931,08/07/2022,Tecnologia da Informação,RE-DTI Portal ifmg.edu.br,RE-DTI Manutenção do portal ifmg.edu.br,REITORIA,Cancelado,
4932,11/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,11/07/2022
4933,11/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,11/07/2022
4934,11/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,11/07/2022
4935,11/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,11/07/2022
4936,11/07/2022,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,"RT-Webconferencia, Certificados SSL outros recursos RNP",REITORIA,Fechado,11/07/2022
4937,11/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,11/07/2022
4938,11/07/2022,Extensão,Assuntos não previstos,Serviços não previstos em outras categorias,REITORIA,Fechado,11/07/2022
4939,11/07/2022,Administrativo,Recomposição,99 Outras recomposições,CAMPUS IBIRITÉ,Fechado,12/07/2022
4940,11/07/2022,SUAP,Módulo - Administração de Pessoal,Dúvidas de uso do SUAP - módulo Administração de Pessoal,REITORIA,Fechado,11/07/2022
4941,11/07/2022,Tecnologia da Informação,GV-COMPUTADORES,GV-Instalação de software,CAMPUS GOVERNADOR VALADARES,Fechado,13/07/2022
4942,11/07/2022,Tecnologia da Informação,RE-DTI-Impressão e scanner,"RE-DTI-Defeito, Ajustes ou correções na Impressora",REITORIA,Fechado,13/07/2022
4943,11/07/2022,Administrativo,Cobertura,X Outros problemas no telhado,CAMPUS IBIRITÉ,Fechado,29/08/2022
4944,11/07/2022,Administrativo,Recomposição,99 Outras recomposições,CAMPUS OURO BRANCO,Fechado,15/08/2022
4945,11/07/2022,Programa de Gestão,Programa de Gestão,Problemas de acesso - PG,REITORIA,Fechado,13/07/2022
4946,11/07/2022,Tecnologia da Informação,OBR-SISTEMAS,OBR-Pergamum,CAMPUS OURO BRANCO,Fechado,18/07/2022
4947,11/07/2022,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Cabo de Rede danificado,CAMPUS OURO BRANCO,Fechado,11/07/2022
4948,11/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-Rede WIFI e Eduroam,REITORIA,Fechado,10/02/2023
4949,11/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-Bloqueio e desbloqueio de Websites e sistemas web,REITORIA,Fechado,12/07/2022
4950,11/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,11/07/2022
4951,11/07/2022,Administrativo,Compras,Dúvida: Empenho (SIASG),REITORIA,Fechado,11/07/2022
4952,11/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,11/07/2022
4953,11/07/2022,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Suporte a Certificado Digital e TOKENS,REITORIA,Fechado,19/08/2022
4954,11/07/2022,SUAP,Módulo - Educacional,Migração de dados para o SUAP,REITORIA,Fechado,01/08/2022
4955,11/07/2022,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Computador lento,CAMPUS OURO BRANCO,Fechado,21/07/2022
4956,11/07/2022,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Instalação/Atualização de softwares no Windows,REITORIA,Fechado,13/07/2022
4957,11/07/2022,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Computador/monitor com problemas,REITORIA,Fechado,12/07/2022
4958,11/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,12/07/2022
4959,11/07/2022,Tecnologia da Informação,OBR-TELEFONIA,OBR-Ramal inoperante,CAMPUS OURO BRANCO,Fechado,13/07/2022
4960,11/07/2022,Tecnologia da Informação,SL-E-mail ou Login de Rede,SL-Criação ou alteração de grupo de e-mail,CAMPUS SANTA LUZIA,Fechado,12/07/2022
4961,12/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,14/07/2022
4962,12/07/2022,Programa de Gestão,Programa de Gestão,Problemas de acesso - PG,REITORIA,Fechado,13/07/2022
4963,12/07/2022,Tecnologia da Informação,OBR-SISTEMAS,OBR-Liberação de acesso a site bloqueado,CAMPUS OURO BRANCO,Fechado,12/07/2022
4964,12/07/2022,Tecnologia da Informação,GV-SISTEMAS,GV-Sistema de protocolo,CAMPUS GOVERNADOR VALADARES,Fechado,12/07/2022
4965,12/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,13/07/2022
4966,12/07/2022,Administrativo,Contratos,03 Processo SEI: ALTERAÇÃO de Fiscal,REITORIA,Fechado,12/07/2022
4967,12/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,14/07/2022
4968,12/07/2022,Administrativo,Orçamento,Legislação - Orçamento,REITORIA,Fechado,02/08/2022
4969,12/07/2022,Administrativo,Recomposição,99 Outras recomposições,CAMPUS AVANCADO PIUMHI,Fechado,12/07/2022
4970,12/07/2022,Tecnologia da Informação,RE-DTI-Sistemas SEI/SIP e outros,RE-DTI-Suporte Recepta,REITORIA,Fechado,13/07/2022
4971,12/07/2022,Administrativo,Contratos,12 Processo SEI: Rescisão Contratual,REITORIA,Fechado,19/07/2022
4972,12/07/2022,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Criação de e-mail para novo servidor/colaborador,CAMPUS OURO BRANCO,Fechado,13/07/2022
4973,12/07/2022,Administrativo,Recomposição,99 Outras recomposições,CAMPUS IBIRITÉ,Fechado,12/07/2022
4974,12/07/2022,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Computador lento,CAMPUS OURO BRANCO,Fechado,15/07/2022
4975,12/07/2022,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Reset de senha de e-mail,CAMPUS OURO BRANCO,Fechado,12/07/2022
4976,12/07/2022,SUAP,Módulo - Almoxarifado,Erros no SUAP - módulo Almoxarifado,REITORIA,Fechado,19/07/2022
4977,13/07/2022,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,13/07/2022
4978,13/07/2022,SUAP,Módulo - Extensão,Erros no SUAP - módulo Extensão,REITORIA,Fechado,13/07/2022
4979,13/07/2022,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,26/09/2022
4980,13/07/2022,Tecnologia da Informação,OBR-SISTEMAS,OBR-Reset de senha do usuário de rede,CAMPUS OURO BRANCO,Fechado,13/07/2022
4981,13/07/2022,Administrativo,Contratos,03 Processo SEI: ALTERAÇÃO de Fiscal,REITORIA,Fechado,13/07/2022
4982,13/07/2022,Administrativo,Portas e janelas,99 Outras esquadrias,CAMPUS IBIRITÉ,Fechado,26/07/2022
4983,13/07/2022,Administrativo,Portas e janelas,99 Outras esquadrias,CAMPUS OURO BRANCO,Cancelado,
4984,13/07/2022,Programa de Gestão,Programa de Gestão,Problemas de acesso - PG,REITORIA,Fechado,13/07/2022
4985,13/07/2022,SUAP,Módulo - Pesquisa,Erros no SUAP - módulo Pesquisa,REITORIA,Fechado,28/07/2022
4986,13/07/2022,Programa de Gestão,Programa de Gestão,Problemas de acesso - PG,REITORIA,Fechado,13/07/2022
4987,13/07/2022,Administrativo,Contratos,01 Processo SEI - Novo CONTRATO,REITORIA,Fechado,13/07/2022
4988,13/07/2022,SUAP,Módulo - Extensão,Permissões de acesso - módulo Extensão,REITORIA,Fechado,13/07/2022
4989,13/07/2022,Administrativo,Elétrica,99 Outros serviços elétricos,REITORIA,Fechado,09/01/2023
4990,13/07/2022,Tecnologia da Informação,GV-SISTEMAS,GV-Sistema de protocolo,CAMPUS GOVERNADOR VALADARES,Fechado,14/07/2022
4991,13/07/2022,Tecnologia da Informação,SL-E-mail ou Login de Rede,SL-Criação ou alteração de grupo de e-mail,CAMPUS SANTA LUZIA,Fechado,13/07/2022
4992,13/07/2022,SUAP,Módulo - Contratos,Alteração de cadastros - módulo Contratos,REITORIA,Fechado,04/10/2022
